Gene stable ID	Gene stable ID version	Gene name	Chromosome/scaffold name
ENSMUSG00000103006	ENSMUSG00000103006.1	4933417C20Rik	1
ENSMUSG00000110494	ENSMUSG00000110494.1	Gm31774	8
ENSMUSG00000110520	ENSMUSG00000110520.1	Gm45776	8
ENSMUSG00000085358	ENSMUSG00000085358.1	Gm14437	2
ENSMUSG00000092528	ENSMUSG00000092528.9	Nlrp1c-ps	11
ENSMUSG00000018459	ENSMUSG00000018459.15	Slc13a3	2
ENSMUSG00000042105	ENSMUSG00000042105.18	Inpp5f	7
ENSMUSG00000037936	ENSMUSG00000037936.15	Scarb1	5
ENSMUSG00000084390	ENSMUSG00000084390.1	Gm15425	17
ENSMUSG00000115070	ENSMUSG00000115070.1	Gm4740	15
ENSMUSG00000110624	ENSMUSG00000110624.1	Gm32052	8
ENSMUSG00000110544	ENSMUSG00000110544.1	Gm2607	8
ENSMUSG00000022551	ENSMUSG00000022551.8	Cyc1	15
ENSMUSG00000113192	ENSMUSG00000113192.1	Gm18032	12
ENSMUSG00000023968	ENSMUSG00000023968.15	Crip3	17
ENSMUSG00000041886	ENSMUSG00000041886.7	Macc1	12
ENSMUSG00000030922	ENSMUSG00000030922.12	Lyrm1	7
ENSMUSG00000100005	ENSMUSG00000100005.7	B130024G19Rik	7
ENSMUSG00000027368	ENSMUSG00000027368.6	Dusp2	2
ENSMUSG00000022297	ENSMUSG00000022297.15	Fzd6	15
ENSMUSG00000085230	ENSMUSG00000085230.1	Gm16013	11
ENSMUSG00000030551	ENSMUSG00000030551.14	Nr2f2	7
ENSMUSG00000072753	ENSMUSG00000072753.12	9230020A06Rik	11
ENSMUSG00000030160	ENSMUSG00000030160.7	Tmem52b	6
ENSMUSG00000041895	ENSMUSG00000041895.15	Wipi1	11
ENSMUSG00000111450	ENSMUSG00000111450.1	Gm33351	11
ENSMUSG00000108869	ENSMUSG00000108869.1	Gm44532	7
ENSMUSG00000101559	ENSMUSG00000101559.1	Gm28258	7
ENSMUSG00000097875	ENSMUSG00000097875.2	Gm26704	15
ENSMUSG00000046169	ENSMUSG00000046169.10	Adamts6	13
ENSMUSG00000048787	ENSMUSG00000048787.13	Dcun1d3	7
ENSMUSG00000045989	ENSMUSG00000045989.4	4930451I11Rik	7
ENSMUSG00000024065	ENSMUSG00000024065.8	Ehd3	17
ENSMUSG00000086575	ENSMUSG00000086575.1	Gm14104	2
ENSMUSG00000108583	ENSMUSG00000108583.1	Gm44854	7
ENSMUSG00000117257	ENSMUSG00000117257.1	Gm4948	17
ENSMUSG00000039725	ENSMUSG00000039725.6	Trp53rka	2
ENSMUSG00000107062	ENSMUSG00000107062.1	Gm43580	7
ENSMUSG00000018008	ENSMUSG00000018008.8	Cyth4	15
ENSMUSG00000081339	ENSMUSG00000081339.1	Gm16044	7
ENSMUSG00000028581	ENSMUSG00000028581.17	Laptm5	4
ENSMUSG00000106458	ENSMUSG00000106458.1	Gm42633	5
ENSMUSG00000052273	ENSMUSG00000052273.4	Dnah3	7
ENSMUSG00000084223	ENSMUSG00000084223.1	Gm12244	11
ENSMUSG00000026659	ENSMUSG00000026659.13	Dusp12	1
ENSMUSG00000027661	ENSMUSG00000027661.4	Slc2a10	2
ENSMUSG00000083657	ENSMUSG00000083657.1	Gm12245	11
ENSMUSG00000115409	ENSMUSG00000115409.1	Gm8139	15
ENSMUSG00000085955	ENSMUSG00000085955.1	Gm12356	11
ENSMUSG00000086666	ENSMUSG00000086666.1	Gm12249	11
ENSMUSG00000029074	ENSMUSG00000029074.14	Ttll10	4
ENSMUSG00000017221	ENSMUSG00000017221.14	Psmd3	11
ENSMUSG00000023044	ENSMUSG00000023044.2	Csad	15
ENSMUSG00000086733	ENSMUSG00000086733.1	Gm11685	11
ENSMUSG00000087458	ENSMUSG00000087458.1	Gm13999	2
ENSMUSG00000115618	ENSMUSG00000115618.1	Gm49298	14
ENSMUSG00000033902	ENSMUSG00000033902.12	Mapkbp1	2
ENSMUSG00000115595	ENSMUSG00000115595.1	Rps12-ps2	14
ENSMUSG00000096069	ENSMUSG00000096069.4	Olfr61	7
ENSMUSG00000115656	ENSMUSG00000115656.1	4930556J02Rik	14
ENSMUSG00000020612	ENSMUSG00000020612.16	Prkar1a	11
ENSMUSG00000054412	ENSMUSG00000054412.5	Gm4793	1
ENSMUSG00000061577	ENSMUSG00000061577.12	Adgrg5	8
ENSMUSG00000102474	ENSMUSG00000102474.1	2610012C04Rik	1
ENSMUSG00000111740	ENSMUSG00000111740.1	Gm49783	10
ENSMUSG00000071112	ENSMUSG00000071112.12	Spx	6
ENSMUSG00000019988	ENSMUSG00000019988.7	Nedd1	10
ENSMUSG00000053925	ENSMUSG00000053925.4	Gm9929	1
ENSMUSG00000009418	ENSMUSG00000009418.16	Nav1	1
ENSMUSG00000094819	ENSMUSG00000094819.3	Olfr53	7
ENSMUSG00000114186	ENSMUSG00000114186.1	Gm48681	12
ENSMUSG00000113091	ENSMUSG00000113091.1	Gm9279	12
ENSMUSG00000038067	ENSMUSG00000038067.2	Csf3	11
ENSMUSG00000114137	ENSMUSG00000114137.1	Gm48685	12
ENSMUSG00000022426	ENSMUSG00000022426.6	Josd1	15
ENSMUSG00000109892	ENSMUSG00000109892.1	Olfr540-ps1	7
ENSMUSG00000059136	ENSMUSG00000059136.4	Olfr539	7
ENSMUSG00000116239	ENSMUSG00000116239.1	Gm49520	15
ENSMUSG00000087116	ENSMUSG00000087116.1	Gm12324	11
ENSMUSG00000110239	ENSMUSG00000110239.1	Gm45620	7
ENSMUSG00000111373	ENSMUSG00000111373.1	Gm48818	11
ENSMUSG00000111432	ENSMUSG00000111432.1	Gm47993	10
ENSMUSG00000066122	ENSMUSG00000066122.6	Olfr45	7
ENSMUSG00000085659	ENSMUSG00000085659.2	Gm12325	11
ENSMUSG00000020614	ENSMUSG00000020614.13	Fam20a	11
ENSMUSG00000070524	ENSMUSG00000070524.1	Fcrlb	1
ENSMUSG00000085251	ENSMUSG00000085251.1	Gm12326	11
ENSMUSG00000048170	ENSMUSG00000048170.14	Mcmbp	7
ENSMUSG00000057997	ENSMUSG00000057997.6	Olfr541	7
ENSMUSG00000083613	ENSMUSG00000083613.1	Pou2f3-rs1	1
ENSMUSG00000089838	ENSMUSG00000089838.1	Gm2962	1
ENSMUSG00000050468	ENSMUSG00000050468.12	Astl	2
ENSMUSG00000111192	ENSMUSG00000111192.1	Gm47128	9
ENSMUSG00000110199	ENSMUSG00000110199.2	Olfr542-ps1	7
ENSMUSG00000075605	ENSMUSG00000075605.3	Slurp2	15
ENSMUSG00000111146	ENSMUSG00000111146.1	Gm35454	9
ENSMUSG00000038421	ENSMUSG00000038421.13	Fcrla	1
ENSMUSG00000030689	ENSMUSG00000030689.15	Ino80e	7
ENSMUSG00000085734	ENSMUSG00000085734.1	Gm11684	11
ENSMUSG00000110725	ENSMUSG00000110725.1	Gm47129	9
ENSMUSG00000086549	ENSMUSG00000086549.1	Gm13648	4
ENSMUSG00000111244	ENSMUSG00000111244.1	Gm47130	9
ENSMUSG00000110984	ENSMUSG00000110984.1	Gm47131	9
ENSMUSG00000049719	ENSMUSG00000049719.14	Prss46	9
ENSMUSG00000111221	ENSMUSG00000111221.1	Gm47133	9
ENSMUSG00000020617	ENSMUSG00000020617.13	1700012B07Rik	11
ENSMUSG00000083894	ENSMUSG00000083894.1	Gm11489	11
ENSMUSG00000108648	ENSMUSG00000108648.1	Gm44674	7
ENSMUSG00000108388	ENSMUSG00000108388.1	Gm44673	7
ENSMUSG00000010342	ENSMUSG00000010342.16	Tex14	11
ENSMUSG00000037331	ENSMUSG00000037331.15	Larp1	11
ENSMUSG00000087139	ENSMUSG00000087139.1	Gm11683	11
ENSMUSG00000111631	ENSMUSG00000111631.1	Gm32017	9
ENSMUSG00000087393	ENSMUSG00000087393.1	1700023C21Rik	11
ENSMUSG00000108720	ENSMUSG00000108720.1	Gm44672	7
ENSMUSG00000096160	ENSMUSG00000096160.2	Gm3436	9
ENSMUSG00000043110	ENSMUSG00000043110.2	Lrrn4	2
ENSMUSG00000055319	ENSMUSG00000055319.8	Sec23ip	7
ENSMUSG00000032207	ENSMUSG00000032207.10	Lipc	9
ENSMUSG00000109274	ENSMUSG00000109274.1	Gm45133	7
ENSMUSG00000109129	ENSMUSG00000109129.1	Gm44973	7
ENSMUSG00000055633	ENSMUSG00000055633.6	Zfp580	7
ENSMUSG00000104386	ENSMUSG00000104386.1	Gm37030	1
ENSMUSG00000051184	ENSMUSG00000051184.7	Zfp524	7
ENSMUSG00000070111	ENSMUSG00000070111.4	Gm10286	8
ENSMUSG00000104524	ENSMUSG00000104524.1	Gm37333	1
ENSMUSG00000020620	ENSMUSG00000020620.14	Abca8b	11
ENSMUSG00000059956	ENSMUSG00000059956.14	Serpinb12	1
ENSMUSG00000057897	ENSMUSG00000057897.14	Camk2b	11
ENSMUSG00000027356	ENSMUSG00000027356.8	Fermt1	2
ENSMUSG00000108600	ENSMUSG00000108600.1	Gm32884	7
ENSMUSG00000052301	ENSMUSG00000052301.14	Doc2a	7
ENSMUSG00000020895	ENSMUSG00000020895.14	Tmem107	11
ENSMUSG00000108540	ENSMUSG00000108540.1	Gm4768	7
ENSMUSG00000061374	ENSMUSG00000061374.14	Fiz1	7
ENSMUSG00000108785	ENSMUSG00000108785.1	Gm4259	7
ENSMUSG00000075558	ENSMUSG00000075558.3	Gm17151	10
ENSMUSG00000102838	ENSMUSG00000102838.1	Gm37014	1
ENSMUSG00000061589	ENSMUSG00000061589.14	Dot1l	10
ENSMUSG00000027649	ENSMUSG00000027649.15	Ctnnbl1	2
ENSMUSG00000026407	ENSMUSG00000026407.17	Cacna1s	1
ENSMUSG00000067144	ENSMUSG00000067144.7	Slc22a7	17
ENSMUSG00000038605	ENSMUSG00000038605.11	Samd10	2
ENSMUSG00000030616	ENSMUSG00000030616.15	Sytl2	7
ENSMUSG00000017210	ENSMUSG00000017210.14	Med24	11
ENSMUSG00000010492	ENSMUSG00000010492.10	Uckl1os	2
ENSMUSG00000074405	ENSMUSG00000074405.8	Zfp865	7
ENSMUSG00000031843	ENSMUSG00000031843.2	Mphosph6	8
ENSMUSG00000042606	ENSMUSG00000042606.9	Hirip3	7
ENSMUSG00000000823	ENSMUSG00000000823.16	Zfp512b	2
ENSMUSG00000109549	ENSMUSG00000109549.1	Gm38941	7
ENSMUSG00000042535	ENSMUSG00000042535.9	Gtpbp1	15
ENSMUSG00000035228	ENSMUSG00000035228.15	Ccdc106	7
ENSMUSG00000027296	ENSMUSG00000027296.7	Itpka	2
ENSMUSG00000086962	ENSMUSG00000086962.4	Gm12248	11
ENSMUSG00000084069	ENSMUSG00000084069.1	Gm12306	11
ENSMUSG00000016758	ENSMUSG00000016758.4	Bik	15
ENSMUSG00000048752	ENSMUSG00000048752.7	Prss50	9
ENSMUSG00000086604	ENSMUSG00000086604.2	Gm15510	7
ENSMUSG00000043290	ENSMUSG00000043290.6	Zfp784	7
ENSMUSG00000110729	ENSMUSG00000110729.1	Gm47117	9
ENSMUSG00000111873	ENSMUSG00000111873.1	Gm39463	9
ENSMUSG00000085629	ENSMUSG00000085629.1	Gm11697	11
ENSMUSG00000108290	ENSMUSG00000108290.1	Gm44120	6
ENSMUSG00000085141	ENSMUSG00000085141.1	Gm13429	2
ENSMUSG00000066235	ENSMUSG00000066235.7	Pomgnt2	9
ENSMUSG00000091742	ENSMUSG00000091742.2	Gm5093	17
ENSMUSG00000081223	ENSMUSG00000081223.1	Gm12247	11
ENSMUSG00000100796	ENSMUSG00000100796.1	Gm28163	2
ENSMUSG00000116217	ENSMUSG00000116217.1	Gm46495	15
ENSMUSG00000017897	ENSMUSG00000017897.18	Eya2	2
ENSMUSG00000086478	ENSMUSG00000086478.1	Gm14102	2
ENSMUSG00000030161	ENSMUSG00000030161.8	Gabarapl1	6
ENSMUSG00000046897	ENSMUSG00000046897.17	Zfp740	15
ENSMUSG00000002455	ENSMUSG00000002455.14	Prpf6	2
ENSMUSG00000087465	ENSMUSG00000087465.1	Gm13905	2
ENSMUSG00000020894	ENSMUSG00000020894.16	Vamp2	11
ENSMUSG00000041828	ENSMUSG00000041828.15	Abca8a	11
ENSMUSG00000032841	ENSMUSG00000032841.15	Prr5l	2
ENSMUSG00000097675	ENSMUSG00000097675.2	1700101I11Rik	6
ENSMUSG00000038812	ENSMUSG00000038812.16	Trmt112	19
ENSMUSG00000107997	ENSMUSG00000107997.1	Gm44243	6
ENSMUSG00000103676	ENSMUSG00000103676.1	Gm38204	1
ENSMUSG00000040533	ENSMUSG00000040533.7	Matn1	4
ENSMUSG00000026656	ENSMUSG00000026656.15	Fcgr2b	1
ENSMUSG00000024955	ENSMUSG00000024955.14	Esrra	19
ENSMUSG00000048310	ENSMUSG00000048310.8	Pskh1	8
ENSMUSG00000064326	ENSMUSG00000064326.13	Siva1	12
ENSMUSG00000081758	ENSMUSG00000081758.1	Gm11460	2
ENSMUSG00000089917	ENSMUSG00000089917.7	Uckl1	2
ENSMUSG00000024953	ENSMUSG00000024953.17	Prdx5	19
ENSMUSG00000031896	ENSMUSG00000031896.7	Ctrl	8
ENSMUSG00000031841	ENSMUSG00000031841.19	Cdh13	8
ENSMUSG00000061111	ENSMUSG00000061111.8	Mcrip1	11
ENSMUSG00000022610	ENSMUSG00000022610.10	Mapk12	15
ENSMUSG00000114719	ENSMUSG00000114719.1	Gm18134	13
ENSMUSG00000090107	ENSMUSG00000090107.1	Gm11492	11
ENSMUSG00000085804	ENSMUSG00000085804.1	Gm12973	4
ENSMUSG00000086262	ENSMUSG00000086262.7	A930031H19Rik	4
ENSMUSG00000025129	ENSMUSG00000025129.2	Ppp1r27	11
ENSMUSG00000108257	ENSMUSG00000108257.1	Gm44251	6
ENSMUSG00000022594	ENSMUSG00000022594.14	Lynx1	15
ENSMUSG00000020486	ENSMUSG00000020486.18	Sept4	11
ENSMUSG00000078531	ENSMUSG00000078531.3	Gm831	4
ENSMUSG00000070366	ENSMUSG00000070366.5	Plpp4	7
ENSMUSG00000087187	ENSMUSG00000087187.1	Gm13431	2
ENSMUSG00000087171	ENSMUSG00000087171.1	Gm12962	4
ENSMUSG00000110548	ENSMUSG00000110548.1	Gm45721	8
ENSMUSG00000110662	ENSMUSG00000110662.1	Gm45722	8
ENSMUSG00000110667	ENSMUSG00000110667.1	Gm45720	8
ENSMUSG00000048775	ENSMUSG00000048775.10	Serpinb13	1
ENSMUSG00000025130	ENSMUSG00000025130.11	P4hb	11
ENSMUSG00000025328	ENSMUSG00000025328.9	Padi3	4
ENSMUSG00000050241	ENSMUSG00000050241.8	Klre1	6
ENSMUSG00000084393	ENSMUSG00000084393.1	Gm14101	2
ENSMUSG00000102717	ENSMUSG00000102717.1	Gm37759	1
ENSMUSG00000082940	ENSMUSG00000082940.1	Gm14103	2
ENSMUSG00000108713	ENSMUSG00000108713.1	Gm33027	7
ENSMUSG00000026421	ENSMUSG00000026421.14	Csrp1	1
ENSMUSG00000083689	ENSMUSG00000083689.1	Gm14094	2
ENSMUSG00000086650	ENSMUSG00000086650.1	A430048G15Rik	2
ENSMUSG00000020515	ENSMUSG00000020515.13	Cnot8	11
ENSMUSG00000087585	ENSMUSG00000087585.1	Gm14100	2
ENSMUSG00000035237	ENSMUSG00000035237.7	Lcat	8
ENSMUSG00000086900	ENSMUSG00000086900.1	Kcnab3os	11
ENSMUSG00000018470	ENSMUSG00000018470.8	Kcnab3	11
ENSMUSG00000038909	ENSMUSG00000038909.16	Kat7	11
ENSMUSG00000027358	ENSMUSG00000027358.6	Bmp2	2
ENSMUSG00000042055	ENSMUSG00000042055.13	Wdr11	7
ENSMUSG00000087436	ENSMUSG00000087436.1	Gm16156	8
ENSMUSG00000017765	ENSMUSG00000017765.17	Slc12a4	8
ENSMUSG00000104340	ENSMUSG00000104340.1	Gm10522	1
ENSMUSG00000038002	ENSMUSG00000038002.9	Cramp1l	17
ENSMUSG00000059089	ENSMUSG00000059089.4	Fcgr4	1
ENSMUSG00000045761	ENSMUSG00000045761.16	Togaram2	17
ENSMUSG00000015599	ENSMUSG00000015599.9	Ttbk1	17
ENSMUSG00000041638	ENSMUSG00000041638.18	Gcn1l1	5
ENSMUSG00000041797	ENSMUSG00000041797.7	Abca9	11
ENSMUSG00000027261	ENSMUSG00000027261.2	Hao1	2
ENSMUSG00000097736	ENSMUSG00000097736.8	9530059O14Rik	9
ENSMUSG00000025132	ENSMUSG00000025132.13	Arhgdia	11
ENSMUSG00000111143	ENSMUSG00000111143.1	Gm47134	9
ENSMUSG00000025479	ENSMUSG00000025479.9	Cyp2e1	7
ENSMUSG00000097991	ENSMUSG00000097991.1	Gm7656	7
ENSMUSG00000108899	ENSMUSG00000108899.1	Gm44811	7
ENSMUSG00000109028	ENSMUSG00000109028.1	Gm35842	7
ENSMUSG00000102881	ENSMUSG00000102881.1	Gm3807	11
ENSMUSG00000114244	ENSMUSG00000114244.1	Gm47119	17
ENSMUSG00000059498	ENSMUSG00000059498.13	Fcgr3	1
ENSMUSG00000025134	ENSMUSG00000025134.2	Alyref	11
ENSMUSG00000089779	ENSMUSG00000089779.1	Gm15641	17
ENSMUSG00000025329	ENSMUSG00000025329.3	Padi1	4
ENSMUSG00000111389	ENSMUSG00000111389.1	Gm39465	9
ENSMUSG00000111785	ENSMUSG00000111785.1	Gm39464	9
ENSMUSG00000058756	ENSMUSG00000058756.13	Thra	11
ENSMUSG00000041801	ENSMUSG00000041801.5	Phlda3	1
ENSMUSG00000085918	ENSMUSG00000085918.1	Gm13032	4
ENSMUSG00000104932	ENSMUSG00000104932.1	Gm40323	5
ENSMUSG00000025135	ENSMUSG00000025135.12	Anapc11	11
ENSMUSG00000098488	ENSMUSG00000098488.7	Pla2g4b	2
ENSMUSG00000031897	ENSMUSG00000031897.9	Psmb10	8
ENSMUSG00000031839	ENSMUSG00000031839.7	Hsbp1	8
ENSMUSG00000072664	ENSMUSG00000072664.11	Ugt3a1	15
ENSMUSG00000049555	ENSMUSG00000049555.10	Tmie	9
ENSMUSG00000044749	ENSMUSG00000044749.13	Abca6	11
ENSMUSG00000105140	ENSMUSG00000105140.1	Gm43127	9
ENSMUSG00000044034	ENSMUSG00000044034.11	Npb	11
ENSMUSG00000034723	ENSMUSG00000034723.11	Tmx4	2
ENSMUSG00000072612	ENSMUSG00000072612.3	Gm10382	5
ENSMUSG00000086856	ENSMUSG00000086856.1	Gm16080	4
ENSMUSG00000044037	ENSMUSG00000044037.15	Als2cl	9
ENSMUSG00000008348	ENSMUSG00000008348.9	Ubc	5
ENSMUSG00000020889	ENSMUSG00000020889.11	Nr1d1	11
ENSMUSG00000002372	ENSMUSG00000002372.9	Ranbp3	17
ENSMUSG00000098789	ENSMUSG00000098789.7	Jmjd7	2
ENSMUSG00000025137	ENSMUSG00000025137.15	Pcyt2	11
ENSMUSG00000022221	ENSMUSG00000022221.14	Ripk3	14
ENSMUSG00000047250	ENSMUSG00000047250.13	Ptgs1	2
ENSMUSG00000062846	ENSMUSG00000062846.7	Gm14176	2
ENSMUSG00000027297	ENSMUSG00000027297.14	Ltk	2
ENSMUSG00000074899	ENSMUSG00000074899.6	Sptbn5	2
ENSMUSG00000037843	ENSMUSG00000037843.6	Vstm2l	2
ENSMUSG00000033852	ENSMUSG00000033852.16	Gm28042	2
ENSMUSG00000020811	ENSMUSG00000020811.16	Wscd1	11
ENSMUSG00000106933	ENSMUSG00000106933.1	Gm43621	2
ENSMUSG00000041736	ENSMUSG00000041736.7	Tspo	15
ENSMUSG00000018800	ENSMUSG00000018800.14	Abca5	11
ENSMUSG00000054723	ENSMUSG00000054723.6	Vmac	17
ENSMUSG00000108836	ENSMUSG00000108836.1	Gm44813	7
ENSMUSG00000109021	ENSMUSG00000109021.1	Gm44812	7
ENSMUSG00000048755	ENSMUSG00000048755.9	Mcat	15
ENSMUSG00000002379	ENSMUSG00000002379.7	Ndufa11	17
ENSMUSG00000021996	ENSMUSG00000021996.16	Esd	14
ENSMUSG00000111837	ENSMUSG00000111837.1	Gm47135	9
ENSMUSG00000053137	ENSMUSG00000053137.7	Mapk11	15
ENSMUSG00000109018	ENSMUSG00000109018.1	Gm44809	7
ENSMUSG00000109294	ENSMUSG00000109294.1	Gm44808	7
ENSMUSG00000111577	ENSMUSG00000111577.1	Gm47136	9
ENSMUSG00000111068	ENSMUSG00000111068.1	Gm35501	9
ENSMUSG00000081534	ENSMUSG00000081534.3	Slc48a1	15
ENSMUSG00000058620	ENSMUSG00000058620.5	Adra2b	2
ENSMUSG00000030507	ENSMUSG00000030507.6	Dbx1	7
ENSMUSG00000109454	ENSMUSG00000109454.1	Gm34783	7
ENSMUSG00000109532	ENSMUSG00000109532.1	Gm42397	7
ENSMUSG00000084228	ENSMUSG00000084228.1	Gm8080	1
ENSMUSG00000085528	ENSMUSG00000085528.1	4930401O10Rik	11
ENSMUSG00000027650	ENSMUSG00000027650.12	Tti1	2
ENSMUSG00000104159	ENSMUSG00000104159.1	Gm38099	17
ENSMUSG00000030165	ENSMUSG00000030165.16	Klrd1	6
ENSMUSG00000117818	ENSMUSG00000117818.1	AC166172.1	17
ENSMUSG00000039745	ENSMUSG00000039745.8	Htatip2	7
ENSMUSG00000044594	ENSMUSG00000044594.14	Serpinb3a	1
ENSMUSG00000022475	ENSMUSG00000022475.19	Hdac7	15
ENSMUSG00000013562	ENSMUSG00000013562.12	4833413E03Rik	17
ENSMUSG00000111441	ENSMUSG00000111441.1	Gm47137	9
ENSMUSG00000025138	ENSMUSG00000025138.14	Sirt7	11
ENSMUSG00000109161	ENSMUSG00000109161.1	Gm39033	7
ENSMUSG00000109003	ENSMUSG00000109003.1	Gm36011	7
ENSMUSG00000043419	ENSMUSG00000043419.11	Rnf227	11
ENSMUSG00000030149	ENSMUSG00000030149.15	Klrk1	6
ENSMUSG00000109445	ENSMUSG00000109445.1	4930560O18Rik	7
ENSMUSG00000117146	ENSMUSG00000117146.1	Fut4-ps1	17
ENSMUSG00000030917	ENSMUSG00000030917.13	Tmem159	7
ENSMUSG00000039481	ENSMUSG00000039481.5	Nrtn	17
ENSMUSG00000100664	ENSMUSG00000100664.1	6030442E23Rik	7
ENSMUSG00000022629	ENSMUSG00000022629.17	Kif21a	15
ENSMUSG00000007603	ENSMUSG00000007603.9	Dus3l	17
ENSMUSG00000099853	ENSMUSG00000099853.3	Gm29328	7
ENSMUSG00000087045	ENSMUSG00000087045.1	4930515B02Rik	4
ENSMUSG00000087629	ENSMUSG00000087629.1	Gm12246	11
ENSMUSG00000083034	ENSMUSG00000083034.2	Olfr334-ps1	2
ENSMUSG00000037275	ENSMUSG00000037275.14	Gemin5	11
ENSMUSG00000109548	ENSMUSG00000109548.1	Gm45066	7
ENSMUSG00000099558	ENSMUSG00000099558.1	Gm29295	7
ENSMUSG00000117858	ENSMUSG00000117858.1	AC166172.2	17
ENSMUSG00000118239	ENSMUSG00000118239.1	AC166575.1	17
ENSMUSG00000104053	ENSMUSG00000104053.1	Gm38126	1
ENSMUSG00000032204	ENSMUSG00000032204.13	Aqp9	9
ENSMUSG00000103522	ENSMUSG00000103522.1	9430087J23Rik	1
ENSMUSG00000103432	ENSMUSG00000103432.1	6720464F23Rik	1
ENSMUSG00000085274	ENSMUSG00000085274.1	BC046401	2
ENSMUSG00000104026	ENSMUSG00000104026.1	Gm37212	1
ENSMUSG00000086820	ENSMUSG00000086820.1	Gm11465	2
ENSMUSG00000023010	ENSMUSG00000023010.15	Tmbim6	15
ENSMUSG00000102172	ENSMUSG00000102172.1	Gm37873	1
ENSMUSG00000006705	ENSMUSG00000006705.13	Pknox1	17
ENSMUSG00000117182	ENSMUSG00000117182.1	Gm18068	17
ENSMUSG00000103632	ENSMUSG00000103632.1	Gm38329	1
ENSMUSG00000118401	ENSMUSG00000118401.1	Gpr52	1
ENSMUSG00000103693	ENSMUSG00000103693.1	Gm37529	1
ENSMUSG00000024066	ENSMUSG00000024066.9	Xdh	17
ENSMUSG00000051510	ENSMUSG00000051510.13	Mafg	11
ENSMUSG00000039671	ENSMUSG00000039671.18	Zmynd8	2
ENSMUSG00000026721	ENSMUSG00000026721.16	Rabgap1l	1
ENSMUSG00000109329	ENSMUSG00000109329.1	Gm33926	7
ENSMUSG00000100860	ENSMUSG00000100860.1	2010009K17Rik	2
ENSMUSG00000092283	ENSMUSG00000092283.1	Gm20412	2
ENSMUSG00000037820	ENSMUSG00000037820.15	Tgm2	2
ENSMUSG00000044375	ENSMUSG00000044375.8	Pcare	17
ENSMUSG00000110470	ENSMUSG00000110470.1	Gm45723	8
ENSMUSG00000117075	ENSMUSG00000117075.1	Gm49922	17
ENSMUSG00000111429	ENSMUSG00000111429.1	Gm32511	9
ENSMUSG00000074064	ENSMUSG00000074064.6	Mlycd	8
ENSMUSG00000025140	ENSMUSG00000025140.15	Pycr1	11
ENSMUSG00000111618	ENSMUSG00000111618.1	Gm47268	9
ENSMUSG00000107121	ENSMUSG00000107121.1	1110006O24Rik	5
ENSMUSG00000101729	ENSMUSG00000101729.1	Gm17796	1
ENSMUSG00000026427	ENSMUSG00000026427.16	Eif2d	1
ENSMUSG00000074063	ENSMUSG00000074063.10	Osgin1	8
ENSMUSG00000034634	ENSMUSG00000034634.7	Ly6d	15
ENSMUSG00000035278	ENSMUSG00000035278.9	Plekhj1	10
ENSMUSG00000030653	ENSMUSG00000030653.17	Gm45837	7
ENSMUSG00000027651	ENSMUSG00000027651.16	Rprd1b	2
ENSMUSG00000040658	ENSMUSG00000040658.7	Dnph1	17
ENSMUSG00000109656	ENSMUSG00000109656.1	Gm45548	7
ENSMUSG00000058017	ENSMUSG00000058017.6	Serpinb3d	1
ENSMUSG00000032812	ENSMUSG00000032812.18	Arap1	7
ENSMUSG00000042988	ENSMUSG00000042988.10	Notum	11
ENSMUSG00000020211	ENSMUSG00000020211.15	Sf3a2	10
ENSMUSG00000085143	ENSMUSG00000085143.1	Gm11520	11
ENSMUSG00000026418	ENSMUSG00000026418.16	Tnni1	1
ENSMUSG00000094985	ENSMUSG00000094985.2	Topaz1	9
ENSMUSG00000027163	ENSMUSG00000027163.13	Commd9	2
ENSMUSG00000085509	ENSMUSG00000085509.1	Gm11521	11
ENSMUSG00000103200	ENSMUSG00000103200.1	Gm37328	1
ENSMUSG00000118071	ENSMUSG00000118071.1	AC166172.4	17
ENSMUSG00000104020	ENSMUSG00000104020.1	Gm37215	1
ENSMUSG00000038893	ENSMUSG00000038893.12	Fam117a	11
ENSMUSG00000103391	ENSMUSG00000103391.1	Gm38302	1
ENSMUSG00000101026	ENSMUSG00000101026.1	Ly6g6g	15
ENSMUSG00000112184	ENSMUSG00000112184.1	Gm48826	10
ENSMUSG00000104302	ENSMUSG00000104302.1	Gm36975	1
ENSMUSG00000101335	ENSMUSG00000101335.1	Gm28229	9
ENSMUSG00000066443	ENSMUSG00000066443.5	Gm10163	9
ENSMUSG00000111973	ENSMUSG00000111973.1	Gm48827	10
ENSMUSG00000083884	ENSMUSG00000083884.1	Gm15388	1
ENSMUSG00000112815	ENSMUSG00000112815.1	Gm48828	10
ENSMUSG00000084822	ENSMUSG00000084822.1	Myadml2os	11
ENSMUSG00000108978	ENSMUSG00000108978.1	Gm44689	7
ENSMUSG00000025141	ENSMUSG00000025141.2	Myadml2	11
ENSMUSG00000108972	ENSMUSG00000108972.1	Gm7675	7
ENSMUSG00000032422	ENSMUSG00000032422.17	Snx14	9
ENSMUSG00000109388	ENSMUSG00000109388.1	Gm44688	7
ENSMUSG00000053613	ENSMUSG00000053613.6	Notumos	11
ENSMUSG00000108982	ENSMUSG00000108982.1	Gm17988	7
ENSMUSG00000054237	ENSMUSG00000054237.6	Fra10ac1	19
ENSMUSG00000108669	ENSMUSG00000108669.1	4930441H08Rik	7
